x,y,p_xx,p_xy,p_yy
0.0104271,0.000422926,0.0335212,0,0.00278129
0.0105188,0.000426281,0.0335715,0,0.00278037
0.0105997,0.000429276,0.0336286,0,0.00277873
0.0106282,0.00043551,0.0339762,0,0.00278023
0.0106627,0.000449118,0.0341024,0,0.00278123
0.0107183,0.000463183,0.034213,0,0.00277837
0.0107522,0.000476394,0.0341346,0,0.00278308
0.0107491,0.000487134,0.0342024,0,0.00278474
0.0107605,0.000496941,0.0341369,0,0.00278351
0.0108276,0.000509083,0.034371,0,0.00278416
0.0108183,0.000520268,0.0345552,0,0.0027835
0.0108289,0.000533799,0.034545,0,0.00278859
0.0108251,0.000546585,0.0345275,0,0.00278952
0.0107781,0.00055116,0.034623,0,0.00278505
0.0107717,0.000553753,0.0348258,0,0.0027917
0.0107696,0.000557888,0.035028,0,0.00279316
0.0107161,0.000562191,0.0350453,0,0.00279474
0.0106967,0.000570099,0.0350476,0,0.00279585
0.0106458,0.000572373,0.0351426,0,0.00279771
0.0106321,0.000565843,0.0350786,0,0.0027938
0.0106996,0.000562181,0.0351122,0,0.00279596
0.0107798,0.000554072,0.0352786,0,0.00279164
0.0107777,0.000550354,0.0355356,0,0.0027862
0.0108131,0.000558606,0.0356436,0,0.00278502
0.0108675,0.000564067,0.0357275,0,0.00278957
0.010918,0.000566365,0.0357723,0,0.00279185
0.011,0.000565173,0.035904,0,0.00278891
0.0111674,0.000560243,0.0360224,0,0.00278596
0.0113206,0.000556811,0.0361694,0,0.00278589
0.0114834,0.000544729,0.0363514,0,0.00278484
0.0116811,0.000534072,0.0365764,0,0.00278513
0.0118512,0.000521095,0.0368689,0,0.00278523
0.0121043,0.000515249,0.0368478,0,0.00278547
0.0123065,0.000519792,0.0370644,0,0.00279044
0.0124107,0.000524098,0.0373037,0,0.00279227
0.0126304,0.000521562,0.0370396,0,0.00279414
0.0129119,0.000516852,0.0370461,0,0.00279618
0.0132472,0.000510899,0.0372704,0,0.0027961
0.0136332,0.000497073,0.0374287,0,0.00279624
0.0139747,0.000481442,0.0372685,0,0.00279581
0.0143675,0.000472447,0.0373972,0,0.00279839
0.0147409,0.000461426,0.0375473,0,0.00280434
0.0150896,0.000453729,0.037704,0,0.00280298
0.0155356,0.000448041,0.0377248,0,0.00280697
0.0160373,0.000448798,0.0378928,0,0.00280783
0.0165652,0.000446272,0.0380495,0,0.00281455
0.017025,0.000440431,0.0382908,0,0.00281839
0.0175452,0.000431107,0.0384964,0,0.0028178
0.0180825,0.000416822,0.0386959,0,0.00281372
0.0186524,0.000408484,0.0385571,0,0.00281451
0.0192104,0.000400928,0.0385525,0,0.00281438
0.0198298,0.000385108,0.038806,0,0.00281856
0.0205109,0.000369414,0.0390509,0,0.00281591
0.0212226,0.00035773,0.0392248,0,0.00282211
0.0219264,0.000347221,0.0395568,0,0.00281884
0.0226024,0.000346044,0.0399278,0,0.00282487
0.0233094,0.000341271,0.0402372,0,0.00282641
0.0241065,0.000337157,0.0406833,0,0.00282763
0.0250272,0.000338103,0.0406653,0,0.00282863
0.0259575,0.000342896,0.040831,0,0.00283075
0.0269726,0.000346422,0.0408917,0,0.00283528
0.0279539,0.000345439,0.04086,0,0.00284233
0.02892,0.000352139,0.0410021,0,0.00285079
0.0299103,0.000351203,0.0411992,0,0.00285911
0.0309541,0.000354379,0.0413029,0,0.00286303
0.0320508,0.000348609,0.0413633,0,0.00286319
0.0332663,0.000342298,0.0415311,0,0.00287221
0.034499,0.000342701,0.0417475,0,0.00287592
0.0357495,0.000341338,0.0417302,0,0.00287824
0.0369859,0.000338429,0.0418883,0,0.002884
0.0382203,0.00033279,0.0419554,0,0.00289187
0.0394362,0.000328394,0.0421703,0,0.00289474
0.0406391,0.000326197,0.0422704,0,0.00290397
0.0418236,0.000319201,0.0424184,0,0.00290746
0.0429921,0.000308392,0.0426144,0,0.00291846
0.0442194,0.000296203,0.0428255,0,0.00292744
0.0454913,0.000291395,0.0427941,0,0.00293325
0.046717,0.000296765,0.0428863,0,0.00293891
0.0479656,0.000302178,0.0429064,0,0.00294461
0.0492464,0.000306,0.043265,0,0.0029506
0.0504928,0.000315921,0.0432088,0,0.00295795
0.0519595,0.000333302,0.043286,0,0.00296991
0.0533807,0.000349464,0.0432486,0,0.0029705
0.054736,0.000371047,0.0432764,0,0.00297349
0.0560719,0.000388231,0.0433834,0,0.00297622
0.057418,0.000403086,0.0434703,0,0.00298104
0.0588152,0.000414129,0.0434446,0,0.0029874
