x,y,p_xx,p_xy,p_yy
1.02003,-0.0267422,597.882,10.0575,199.85
1.02003,-0.0267419,598.572,10.4851,200.26
1.02003,-0.0267416,599.251,10.9161,200.681
1.02003,-0.0267413,599.92,11.3503,201.112
1.01998,-0.0267809,600.577,11.7873,201.555
1.01993,-0.0268209,601.224,12.2268,202.009
1.01988,-0.0268618,601.859,12.6686,202.473
1.01983,-0.0269028,602.484,13.1123,202.948
1.0198,-0.0269324,603.098,13.5577,203.434
1.01976,-0.0269623,603.702,14.0045,203.93
1.01973,-0.0269923,604.296,14.4524,204.436
1.01979,-0.0269327,604.879,14.9011,204.953
1.01986,-0.0268728,605.45,15.3506,205.482
1.01984,-0.0268873,606.01,15.8005,206.022
1.01983,-0.0269021,606.558,16.2505,206.574
1.01983,-0.0268961,607.095,16.7003,207.137
1.01983,-0.0269009,607.621,17.1497,207.711
1.01982,-0.026906,608.136,17.5984,208.296
1.01982,-0.0269107,608.641,18.0461,208.891
1.01981,-0.026915,609.137,18.4928,209.495
1.01981,-0.0269194,609.622,18.9381,210.11
1.01981,-0.0269238,610.097,19.3818,210.735
1.01984,-0.0268789,610.562,19.8237,211.37
1.01988,-0.0268337,611.014,20.2629,212.018
1.01988,-0.0268331,611.454,20.6993,212.678
1.01988,-0.0268324,611.881,21.132,213.352
1.01988,-0.0268386,612.293,21.5605,214.039
1.01988,-0.0268331,612.692,21.9843,214.74
1.01988,-0.0268274,613.077,22.4029,215.455
1.01989,-0.0268218,613.448,22.8158,216.184
1.01989,-0.0268201,613.806,23.2228,216.926
1.01989,-0.0268183,614.151,23.6234,217.681
1.01989,-0.0268241,614.484,24.0176,218.448
1.01988,-0.0268317,614.806,24.4054,219.227
1.01988,-0.0268394,615.117,24.7869,220.015
1.01987,-0.0268545,615.418,25.1621,220.814
1.01986,-0.0268704,615.71,25.5306,221.622
1.01985,-0.0268959,615.992,25.8921,222.44
1.01984,-0.0269226,616.266,26.2471,223.266
1.01982,-0.0269496,616.531,26.5953,224.102
1.01982,-0.0269599,616.787,26.9363,224.945
1.01981,-0.0269704,617.035,27.2703,225.797
1.01981,-0.0269778,617.276,27.597,226.656
1.01981,-0.0269728,617.509,27.9162,227.523
1.01981,-0.0269677,617.734,28.2279,228.398
1.01981,-0.0269814,617.952,28.5316,229.28
1.0198,-0.0269969,618.163,28.8278,230.169
1.0198,-0.0270045,618.367,29.1151,231.065
1.0198,-0.0270132,618.565,29.3949,231.968
1.0198,-0.0270061,618.755,29.6662,232.877
1.0198,-0.026999,618.94,29.9291,233.792
1.0198,-0.0270005,619.119,30.1835,234.713
1.0198,-0.027002,619.292,30.4289,235.64
1.01981,-0.0269812,619.459,30.6652,236.573
